"","year","length","rating","genre"
"780",2004,100,7.4,"Comedy"
"781",1997,117,7.8,"Drama"
"782",1944,80,5.8,"Comedy"
"783",1930,80,6.7,"Misc"
"784",1989,92,4.5,"Misc"
"785",1959,99,5.8,"Misc"
"786",1966,88,7.8,"Comedy"
"787",1934,87,6.4,"Misc"
"788",2004,94,7.5,"Misc"
"789",1981,116,6.8,"Drama"
"790",1993,112,6.2,"Misc"
"791",1961,97,6.5,"Comedy"
"792",1992,95,5.3,"Drama"
"793",1977,7,7.6,"Comedy"
"794",2003,96,4.1,"Action"
"795",2001,105,4.9,"Comedy"
"796",2004,94,6.4,"Misc"
"797",2001,80,6.3,"Documentary"
"798",1957,95,6.1,"Comedy"
"799",1986,108,5.3,"Misc"
"800",1997,91,6.2,"Action"
"801",1999,72,7.6,"Action"
"802",1997,121,6.4,"Drama"
"803",1936,70,5.5,"Drama"
"804",1991,87,7.8,"Documentary"
"805",1978,95,5.5,"Misc"
"806",2001,23,1.6,"Short"
"807",1997,13,5.4,"Comedy"
"808",1973,88,8,"Drama"
"809",1999,15,5.3,"Drama"
"810",1994,30,4.5,"Documentary"
"811",1969,90,3.9,"Comedy"
"812",1973,90,3.5,"Comedy"
"813",1998,147,7.7,"Drama"
"814",1938,88,6.1,"Drama"
"815",1983,94,6.8,"Drama"
"816",1947,7,5.2,"Animation"
"817",2000,104,5.7,"Comedy"
"818",1999,107,6.1,"Drama"
"819",1928,107,8.2,"Misc"
"820",2003,102,7.2,"Documentary"
"821",1989,171,7.4,"Action"
"822",1997,90,8.9,"Misc"
"823",1971,75,6,"Documentary"
"824",1978,105,4,"Misc"
"825",1983,88,4.7,"Comedy"
"826",1954,105,6.2,"Comedy"
"827",1955,95,6.1,"Drama"
"828",1961,120,7.6,"Drama"
"829",1999,86,6.3,"Misc"
"830",1935,77,5.1,"Comedy"
"831",1983,100,5.7,"Misc"
"832",1984,88,3.4,"Misc"
"833",1997,95,3.8,"Misc"
"834",1967,105,7.1,"Drama"
"835",1985,121,6.5,"Misc"
"836",1988,121,6.7,"Drama"
"837",1988,86,4.9,"Misc"
"838",2000,15,6.6,"Short"
"839",1938,62,4.6,"Drama"
"840",1992,111,6.9,"Drama"
"841",2001,95,4.1,"Comedy"
"842",2004,87,7.4,"Documentary"
"843",1957,59,5.1,"Misc"
"844",1989,100,6.3,"Misc"
"845",1999,50,6.3,"Action"
"846",2001,35,7.5,"Comedy"
"847",2000,18,8.5,"Documentary"
"848",1996,17,9,"Documentary"
"849",1956,74,5.6,"Misc"
"850",1949,101,6.9,"Drama"
"851",1988,111,7.1,"Drama"
"852",1936,255,6.9,"Action"
"853",1973,89,5.7,"Drama"
"854",1976,92,4.7,"Comedy"
"855",1994,86,6.2,"Comedy"
"856",1995,90,4.9,"Comedy"
"857",1951,111,7.9,"Drama"
"858",1933,76,5.8,"Drama"
"859",1921,75,6.7,"Drama"
"860",1976,114,6.2,"Action"
"861",1936,63,6.1,"Misc"
"862",1936,62,6.3,"Misc"
"863",1992,98,3.2,"Action"
"864",1961,90,4.9,"Comedy"
"865",1994,50,7.3,"Drama"
"866",1981,85,5.1,"Comedy"
"867",1974,73,4,"Comedy"
"868",1941,18,8.1,"Comedy"
"869",1996,11,8,"Short"
"870",2000,90,4.4,"Comedy"
"871",1990,99,6.3,"Misc"
"872",1994,93,3.2,"Misc"
"873",1951,90,5.1,"Drama"
"874",2003,92,4.9,"Comedy"
"875",1968,65,3.3,"Drama"
"876",1998,111,5.8,"Drama"
"877",2005,72,7.1,"Comedy"
"878",2001,20,7.6,"Short"
"879",1984,90,1.5,"Misc"
"880",1983,109,6.1,"Misc"
"881",2003,94,7.9,"Misc"
"882",2003,103,3.9,"Drama"
"883",1971,94,4.8,"Action"
"884",1996,108,4.6,"Misc"
"885",1976,101,6.6,"Misc"
"886",1997,123,6.4,"Misc"
"887",1946,8,7.2,"Animation"
"888",1995,125,6.7,"Drama"
"889",1972,102,6.6,"Drama"
"890",1973,90,7.3,"Documentary"
"891",2003,54,7.3,"Documentary"
"892",1950,55,7.3,"Misc"
"893",1957,103,6.9,"Drama"
"894",1976,100,6,"Misc"
"895",2000,99,5.6,"Drama"
"896",1995,88,4.3,"Comedy"
"897",1942,97,6.6,"Romance"
"898",1949,56,6,"Misc"
"899",1995,51,6.3,"Drama"
"900",1941,59,5.1,"Misc"
"901",1991,100,5.4,"Drama"
"902",1951,78,6.1,"Misc"
"903",1928,86,6.4,"Drama"
"904",1963,110,5.4,"Drama"
"905",1949,13,2.5,"Drama"
"906",1948,91,7.4,"Drama"
"907",1988,101,4.2,"Action"
"908",1971,32,6.9,"Documentary"
"909",1948,82,7.4,"Drama"
"910",1998,94,3.5,"Action"
"911",1970,103,5.9,"Drama"
"912",1982,94,5.5,"Misc"
"913",2005,8,8.2,"Short"
"914",1986,240,7.3,"Documentary"
"915",1976,110,5.7,"Drama"
"916",1974,6,6.5,"Animation"
"917",2001,90,6.2,"Misc"
"918",2000,103,5.1,"Comedy"
"919",1980,121,4,"Drama"
"920",1988,96,4.4,"Action"
"921",1997,5,2.8,"Animation"
"922",1989,10,5.7,"Action"
"923",1964,6,6.6,"Documentary"
"924",1989,89,5,"Action"
"925",1983,15,8.7,"Action"
"926",1937,83,5.6,"Drama"
"927",1944,72,6.2,"Drama"
"928",1943,126,6.8,"Drama"
"929",1957,93,4.9,"Action"
"930",1974,87,8.6,"Documentary"
"931",1999,99,3,"Action"
"932",1963,94,5.1,"Drama"
"933",1952,82,5.8,"Comedy"
"934",2003,60,3.2,"Documentary"
"935",2003,91,5.6,"Comedy"
"936",1953,90,6.6,"Comedy"
"937",1997,90,5.8,"Misc"
"938",1997,90,4.6,"Action"
"939",2001,94,6.2,"Drama"
"940",1993,98,6.1,"Drama"
"941",1997,57,4.4,"Documentary"
"942",1967,114,6.5,"Misc"
"943",1982,102,7.2,"Comedy"
"944",1961,109,6.6,"Drama"
"945",2002,112,7.1,"Drama"
"946",1987,118,7.1,"Drama"
"947",2000,7,6.9,"Animation"
"948",1991,6,6.8,"Animation"
"949",1997,4,7,"Animation"
"950",1997,104,6.6,"Comedy"
"951",2003,99,6.6,"Comedy"
"952",2004,90,3.4,"Misc"
"953",2004,83,6.8,"Comedy"
"954",1941,81,6.2,"Drama"
"955",1949,70,5.8,"Comedy"
"956",1927,70,1.8,"Comedy"
"957",1970,100,5.8,"Drama"
"958",1995,106,6.1,"Comedy"
"959",1953,96,7.2,"Misc"
"960",1949,101,7.6,"Comedy"
"961",1970,116,5.8,"Drama"
"962",1947,48,9.4,"Documentary"
"963",1983,91,2.5,"Romance"
"964",1994,89,7.2,"Comedy"
"965",1966,79,4.5,"Comedy"
"966",2002,114,7.9,"Comedy"
"967",1981,165,9.6,"Misc"
"968",1993,94,6.1,"Comedy"
"969",1991,99,6.4,"Comedy"
"970",1988,87,5.8,"Misc"
"971",1997,100,6,"Comedy"
"972",1998,74,4.5,"Misc"
"973",2003,115,6.9,"Misc"
"974",1995,82,5.8,"Drama"
"975",1969,100,5.6,"Comedy"
"976",1942,95,7.8,"Misc"
"977",1978,91,5.9,"Documentary"
"978",1971,103,5.8,"Drama"
"979",1971,91,5.2,"Drama"
"980",1984,85,6,"Drama"
"981",1944,75,6.2,"Drama"
"982",1997,92,4.9,"Misc"
"983",1957,2,7.8,"Short"
"984",1987,88,2.9,"Misc"
"985",2000,103,6.4,"Misc"
"986",1977,32,5.3,"Drama"
"987",1963,105,7.8,"Misc"
"988",1969,99,6.1,"Misc"
"989",1982,90,6.4,"Misc"
"990",1994,93,6.7,"Drama"
"991",1996,85,6.3,"Drama"
"992",1983,130,6.6,"Drama"
"993",1985,90,6.9,"Drama"
"994",2003,124,8,"Misc"
"995",2001,91,5.2,"Misc"
"996",1985,115,6.4,"Drama"
"997",1962,106,7.7,"Drama"
"998",1985,94,5.6,"Misc"
"999",1988,92,3.7,"Misc"
"1000",1968,115,6,"Action"
"1001",2003,85,6.6,"Misc"
"1002",1997,135,4.8,"Misc"
"1003",1999,118,6.5,"Comedy"
"1004",1975,91,7.2,"Drama"
"1005",1989,88,8.6,"Misc"
"1006",1991,102,6.9,"Drama"
"1007",1957,94,6.3,"Comedy"
"1008",1897,1,4.4,"Documentary"
"1009",1899,1,4.1,"Documentary"
"1010",1953,108,5.9,"Drama"
"1011",1950,87,5.4,"Comedy"
"1012",1932,7,7.4,"Animation"
"1013",1999,4,5,"Short"
"1014",1979,90,5.6,"Drama"
"1015",1985,90,5.4,"Misc"
"1016",1975,105,4,"Drama"
"1017",1937,87,3.9,"Comedy"
"1018",1972,102,5.2,"Comedy"
"1019",1938,8,6.6,"Short"
"1020",1952,84,4,"Comedy"
"1021",1977,88,6.6,"Drama"
"1022",2002,100,5.4,"Drama"
"1023",1933,88,6.1,"Comedy"
"1024",1962,105,6,"Comedy"
"1025",1992,108,5.5,"Comedy"
"1026",1996,16,4.5,"Drama"
"1027",1999,112,7.3,"Comedy"
"1028",1996,95,5.7,"Drama"
"1029",1996,88,3.5,"Action"
"1030",2000,97,5.8,"Action"
"1031",2002,40,8.4,"Documentary"
"1032",1998,15,4.9,"Short"
"1033",2000,10,5.3,"Short"
"1034",1960,128,7.2,"Comedy"
"1035",1972,75,3.5,"Misc"
"1036",2000,85,8.7,"Misc"
"1037",1973,85,2.9,"Misc"
"1038",1966,95,5.6,"Comedy"
"1039",1967,6,4.7,"Animation"
"1040",1964,100,5.8,"Comedy"
"1041",1945,135,5.4,"Comedy"
"1042",1934,69,4.7,"Drama"
"1043",1947,66,5.2,"Misc"
"1044",1949,89,5.3,"Comedy"
"1045",1940,76,6.4,"Drama"
"1046",1943,65,4.6,"Misc"
"1047",1936,73,6.4,"Comedy"
"1048",1986,110,8.5,"Misc"
"1049",1975,91,5.9,"Comedy"
"1050",1914,14,6.1,"Drama"
"1051",1937,60,3.3,"Misc"
"1052",1951,74,3.9,"Misc"
"1053",1970,171,4.3,"Drama"
"1054",1987,102,6.3,"Comedy"
"1055",1992,88,3.3,"Misc"
"1056",1945,10,6.1,"Documentary"
"1057",2000,41,7.2,"Documentary"
"1058",1988,125,6.8,"Comedy"
"1059",1972,114,5.2,"Comedy"
"1060",1911,18,5.2,"Drama"
"1061",1983,90,6.6,"Comedy"
"1062",1984,103,6.1,"Comedy"
"1063",1967,108,6.6,"Comedy"
"1064",1989,119,6.1,"Misc"
"1065",1951,100,5.9,"Misc"
"1066",1941,216,7.3,"Misc"
"1067",1987,85,1.4,"Misc"
"1068",1908,12,5.1,"Action"
"1069",1947,65,5.8,"Misc"
"1070",1948,110,6.7,"Romance"
"1071",1999,89,5.5,"Comedy"
"1072",1990,104,5.2,"Action"
"1073",1948,180,6.9,"Misc"
"1074",1976,106,5.4,"Misc"
"1075",1948,71,5.9,"Drama"
"1076",1970,92,4.1,"Comedy"
"1077",1954,94,5.7,"Misc"
"1078",2000,5,7.2,"Comedy"
"1079",1993,108,5.9,"Drama"
"1080",1939,91,7.1,"Drama"
"1081",1960,107,6.1,"Drama"
"1082",1949,68,7.3,"Animation"
"1083",1939,58,5.7,"Drama"
"1084",1961,70,1.9,"Comedy"
"1085",1938,100,5.8,"Misc"
"1086",1944,130,6.8,"Drama"
"1087",1986,86,7.1,"Animation"
"1088",1942,87,7.9,"Misc"
"1089",1991,85,5.6,"Misc"
"1090",1996,92,5.6,"Misc"
"1091",2002,95,3.9,"Action"
"1092",1935,9,5.6,"Animation"
"1093",1994,104,7.2,"Comedy"
"1094",1955,100,6,"Romance"
"1095",1998,96,2.8,"Comedy"
"1096",1940,205,7.4,"Misc"
"1097",1935,229,4.6,"Action"
"1098",1938,102,8.2,"Action"
"1099",2000,88,4.3,"Animation"
"1100",1998,99,6.5,"Comedy"
"1101",1939,85,7.7,"Misc"
"1102",1949,252,7,"Misc"
"1103",1943,265,8.2,"Action"
"1104",1938,119,7.4,"Misc"
"1105",1978,88,3.3,"Comedy"
"1106",1977,96,3.6,"Comedy"
"1107",1943,64,5.4,"Comedy"
"1108",1976,89,3.6,"Comedy"
"1109",1986,87,6,"Animation"
"1110",1943,265,6.3,"Misc"
"1111",1939,60,3.9,"Misc"
"1112",1962,26,8,"Animation"
"1113",1975,100,5.9,"Drama"
"1114",1937,61,6.7,"Comedy"
"1115",2002,129,6.7,"Drama"
"1116",1999,90,5.4,"Comedy"
"1117",2002,21,8.2,"Comedy"
"1118",1933,62,5.5,"Comedy"
"1119",1962,142,7.7,"Drama"
"1120",1996,109,5.8,"Drama"
"1121",1999,90,8.8,"Documentary"
"1122",1984,9,7.6,"Animation"
"1123",1989,105,3.2,"Action"
"1124",1924,67,6.5,"Misc"
"1125",1987,85,4.4,"Misc"
"1126",1943,78,5.9,"Drama"
"1127",1983,85,4.9,"Misc"
"1128",1935,82,7.2,"Misc"
"1129",1910,4,5.6,"Documentary"
"1130",2004,152,5.1,"Drama"
"1131",1957,77,5.2,"Misc"
"1132",1957,75,5.8,"Misc"
"1133",1952,98,6.2,"Drama"
"1134",2001,118,6,"Drama"
"1135",1995,95,5.9,"Romance"
"1136",1957,119,7.2,"Drama"
"1137",1953,87,5.8,"Comedy"
"1138",1948,109,7.2,"Drama"
"1139",1978,24,7.8,"Comedy"
"1140",1973,105,6.5,"Drama"
"1141",2000,96,7.1,"Misc"
"1142",1954,110,7.5,"Drama"
"1143",1980,107,5.9,"Misc"
"1144",1985,75,7.6,"Misc"
"1145",1955,103,6.1,"Drama"
"1146",1946,118,8.1,"Misc"
"1147",1937,102,7.1,"Drama"
"1148",1932,55,8.1,"Misc"
"1149",1994,96,3,"Drama"
"1150",1934,25,6.8,"Comedy"
"1151",1921,117,6.7,"Comedy"
"1152",1938,68,5.9,"Comedy"
"1153",1937,56,5.7,"Comedy"
"1154",1934,80,5.8,"Comedy"
"1155",1953,72,5.9,"Comedy"
"1156",1976,72,1.1,"Misc"
"1157",1942,66,6.5,"Comedy"
"1158",1945,110,6.4,"Comedy"
"1159",2002,27,8.3,"Documentary"
"1160",1941,88,5.7,"Comedy"
"1161",1990,87,6.7,"Documentary"
"1162",1904,3,6.5,"Comedy"
"1163",1976,100,3.5,"Comedy"
"1164",2002,10,9.4,"Short"
"1165",1996,45,5.5,"Documentary"
"1166",1997,114,6.9,"Drama"
"1167",1989,90,2.9,"Action"
"1168",1990,140,7,"Misc"
"1169",2002,60,7.3,"Documentary"
"1170",1989,90,5.7,"Drama"
"1171",1910,38,6,"Short"
"1172",1998,50,5.2,"Drama"
"1173",1975,92,7.6,"Comedy"
"1174",2004,80,7.1,"Drama"
"1175",1991,91,5.2,"Drama"
"1176",1988,87,3.7,"Romance"
"1177",2001,90,5.6,"Misc"
"1178",1967,109,5.3,"Misc"
"1179",1975,98,4.4,"Misc"
"1180",1989,94,3.1,"Misc"
"1181",1949,82,5.4,"Comedy"
"1182",1930,75,6.1,"Documentary"
"1183",1933,11,6.8,"Comedy"
"1184",1966,83,6.3,"Documentary"
"1185",1971,110,6.6,"Documentary"
"1186",1982,96,3.3,"Documentary"
"1187",1998,40,7.6,"Documentary"
"1188",1994,39,7.3,"Documentary"
"1189",1983,101,6.2,"Comedy"
"1190",1945,6,6.4,"Animation"
"1191",1955,75,7.1,"Documentary"
"1192",1951,105,8.1,"Comedy"
"1193",1989,100,3.3,"Misc"
"1194",1952,70,5.4,"Misc"
"1195",2003,17,2,"Comedy"
"1196",1990,105,7.2,"Drama"
"1197",2002,112,5,"Action"
"1198",1993,88,6,"Documentary"
"1199",1968,100,6,"Comedy"
"1200",1947,97,4.7,"Comedy"
"1201",2002,13,7.1,"Short"
"1202",1958,86,5,"Drama"
"1203",2003,66,7.4,"Documentary"
"1204",1991,105,5.2,"Drama"
"1205",2000,87,6.9,"Drama"
"1206",1973,79,5.9,"Misc"
"1207",1942,102,8.1,"Drama"
"1208",2000,37,5.9,"Drama"
"1209",2000,24,7.3,"Drama"
"1210",2003,27,5.2,"Drama"
"1211",1977,109,5.5,"Misc"
"1212",1990,45,6.3,"Drama"
"1213",1999,100,5.3,"Drama"
"1214",1990,114,6.3,"Drama"
"1215",1985,104,4.7,"Drama"
"1216",1988,84,4.3,"Misc"
"1217",2002,87,7.4,"Misc"
"1218",1980,25,7.1,"Short"
"1219",1984,26,6.5,"Drama"
"1220",1985,96,7.4,"Comedy"
"1221",2001,92,3.9,"Misc"
"1222",1927,70,8.7,"Drama"
"1223",1989,90,5.1,"Misc"
"1224",1943,64,6.9,"Drama"
"1225",1935,72,6.3,"Drama"
"1226",2002,94,2.3,"Drama"
"1227",1989,89,4,"Drama"
"1228",2000,90,8.6,"Comedy"
"1229",2000,96,4.5,"Comedy"
"1230",1999,88,7.6,"Documentary"
"1231",1933,71,5.4,"Drama"
"1232",2004,72,6.8,"Drama"
"1233",1935,60,2.2,"Romance"
"1234",2000,87,2.8,"Misc"
"1235",2004,97,6,"Action"
"1236",1936,112,7.5,"Comedy"
"1237",2004,15,8.3,"Comedy"
"1238",2003,100,6,"Drama"
"1239",1997,113,6.1,"Comedy"
"1240",1978,7,8.4,"Animation"
"1241",1985,90,3.4,"Misc"
"1242",1994,30,5.4,"Short"
"1243",2002,83,4.7,"Action"
"1244",1982,81,3.7,"Action"
"1245",2001,74,8.1,"Documentary"
"1246",1980,80,4.6,"Drama"
"1247",1972,80,6.8,"Documentary"
"1248",2003,10,6.3,"Comedy"
"1249",1990,91,3.5,"Action"
"1250",2000,112,7.4,"Drama"
"1251",1997,95,6.7,"Comedy"
"1252",1981,120,4.7,"Drama"
"1253",1952,83,6.7,"Action"
"1254",1984,128,5.6,"Drama"
"1255",1975,89,5.3,"Misc"
"1256",2001,10,5.8,"Documentary"
"1257",1997,81,3.7,"Action"
"1258",2004,111,5.2,"Drama"
"1259",1948,96,6.4,"Action"
"1260",1991,97,8,"Drama"
"1261",2000,86,5,"Comedy"
"1262",1968,105,6.7,"Drama"
"1263",1968,95,5.5,"Drama"
"1264",1974,96,5.3,"Comedy"
"1265",1972,97,5.9,"Comedy"
"1266",1971,92,4.9,"Comedy"
"1267",2004,120,6.2,"Comedy"
"1268",1979,105,5.7,"Drama"
"1269",1991,90,5.2,"Comedy"
"1270",1969,98,6.3,"Comedy"
"1271",1932,63,5.2,"Drama"
"1272",1977,101,6.1,"Misc"
"1273",1934,81,5.7,"Drama"
"1274",1993,139,7.1,"Drama"
"1275",1999,76,5,"Action"
"1276",1980,98,5,"Documentary"
"1277",1980,94,5.3,"Drama"
"1278",1999,82,5.3,"Misc"
"1279",1977,89,4.7,"Comedy"
"1280",1978,91,4.6,"Comedy"
"1281",2003,102,5.5,"Action"
"1282",2004,100,3.8,"Action"
"1283",2004,5,5.3,"Drama"
"1284",2002,78,7.5,"Action"
"1285",1966,84,2.4,"Action"
"1286",1972,97,3.1,"Action"
"1287",1985,96,4.4,"Action"
"1288",1987,90,5.8,"Misc"
"1289",1965,94,4.4,"Misc"
"1290",1965,104,5.6,"Misc"
"1291",1966,106,4.6,"Misc"
"1292",1966,92,4.8,"Misc"
"1293",1963,110,6.1,"Comedy"
"1294",2004,109,5.5,"Action"
"1295",1983,88,2.9,"Comedy"
"1296",1991,88,5.5,"Comedy"
"1297",1978,92,4.7,"Misc"
"1298",1933,73,5.6,"Comedy"
"1299",1959,91,4.3,"Action"
"1300",1996,80,8.2,"Misc"
"1301",2002,115,5.3,"Action"
"1302",1982,92,8.6,"Drama"
"1303",1997,120,6.8,"Drama"
"1304",1972,82,5.2,"Drama"
"1305",1990,174,8.4,"Action"
"1306",1995,106,7.4,"Drama"
"1307",1999,92,6,"Comedy"
"1308",1985,98,6.4,"Drama"
"1309",1988,146,7.8,"Action"
"1310",2002,126,4.6,"Drama"
"1311",1981,148,6.3,"Drama"
"1312",1965,138,6.6,"Drama"
"1313",1966,83,3.4,"Drama"
"1314",1985,86,1.3,"Drama"
"1315",1962,105,5.9,"Drama"
"1316",1972,121,8.3,"Misc"
"1317",1987,90,5.8,"Drama"
"1318",1978,83,3.2,"Misc"
"1319",1975,101,5.6,"Drama"
"1320",1982,110,3.3,"Drama"
"1321",2003,90,7.3,"Documentary"
"1322",1948,100,4.5,"Drama"
"1323",1952,82,8.1,"Drama"
"1324",1972,100,8,"Drama"
"1325",1998,93,3.6,"Comedy"
"1326",2000,105,6,"Drama"
"1327",1983,110,7.8,"Drama"
"1328",1998,100,6.9,"Misc"
"1329",1967,89,6.8,"Comedy"
"1330",1966,88,6.9,"Comedy"
"1331",1954,95,5.3,"Comedy"
"1332",1979,154,7.2,"Misc"
"1333",1995,2,7.6,"Animation"
"1334",1994,6,6.1,"Animation"
"1335",1965,6,5.5,"Animation"
"1336",1935,98,6.8,"Comedy"
"1337",1996,97,8.5,"Misc"
"1338",1987,86,3.9,"Comedy"
"1339",1989,109,6.8,"Misc"
"1340",1993,80,5.2,"Drama"
"1341",1952,110,7.2,"Drama"
"1342",1967,98,5.4,"Comedy"
"1343",2000,124,5.8,"Drama"
"1344",1990,110,6.2,"Comedy"
"1345",1997,113,8.5,"Misc"
"1346",2001,105,6.4,"Drama"
"1347",1992,110,6.4,"Misc"
"1348",1978,104,6.3,"Drama"
"1349",1976,101,6.4,"Drama"
"1350",1994,115,6.5,"Drama"
"1351",1972,90,7.5,"Action"
"1352",1998,135,7.4,"Drama"
"1353",2001,101,8.5,"Misc"
"1354",1989,96,6.1,"Comedy"
"1355",1959,62,7,"Misc"
"1356",1951,107,9.2,"Drama"
"1357",1998,90,4.5,"Misc"
"1358",1993,93,6.4,"Misc"
"1359",1993,87,6.1,"Misc"
"1360",2004,96,6.9,"Action"
"1361",2004,110,9.4,"Drama"
"1362",1953,102,5.5,"Misc"
"1363",2001,75,4.3,"Animation"
"1364",1937,88,9.2,"Misc"
"1365",2002,119,7.5,"Drama"
"1366",1976,104,6.8,"Comedy"
"1367",1992,87,7,"Documentary"
"1368",2003,89,7.2,"Documentary"
"1369",1981,95,6.4,"Drama"
"1370",1994,75,5,"Drama"
"1371",2004,91,7.2,"Comedy"
"1372",2004,112,8.4,"Drama"
"1373",1964,90,8.2,"Comedy"
"1374",1955,82,5.7,"Comedy"
"1375",1990,90,1.6,"Drama"
"1376",1933,8,5.7,"Animation"
"1377",1952,7,7.4,"Animation"
"1378",1945,7,7.5,"Animation"
"1379",1937,8,6.5,"Animation"
"1380",1995,106,5.6,"Misc"
"1381",1998,109,6.9,"Misc"
"1382",1994,120,7.5,"Drama"
"1383",2003,3,2,"Drama"
"1384",1990,115,5.2,"Action"
"1385",1997,98,4.7,"Comedy"
"1386",1998,90,4.2,"Comedy"
"1387",1951,94,5.3,"Drama"
"1388",1943,124,7.2,"Action"
"1389",1997,124,6.3,"Action"
"1390",1933,19,3.6,"Comedy"
"1391",1935,68,5.1,"Drama"
"1392",1933,67,4.5,"Drama"
"1393",2003,90,3,"Action"
"1394",1943,67,5.4,"Comedy"
"1395",1955,67,6,"Action"
"1396",1994,107,5.2,"Comedy"
"1397",1954,110,7.1,"Drama"
"1398",1989,87,4.8,"Drama"
"1399",1997,112,6.1,"Action"
"1400",1962,80,5.8,"Drama"
"1401",1993,91,5.2,"Comedy"
"1402",1998,88,1.8,"Action"
"1403",1999,92,2.5,"Action"
"1404",1996,96,2.9,"Misc"
"1405",1994,92,5.5,"Comedy"
"1406",1932,84,6,"Drama"
"1407",1941,5,8.3,"Short"
"1408",1982,85,5.7,"Comedy"
"1409",1980,88,7.8,"Comedy"
"1410",1970,137,6.4,"Drama"
"1411",1977,114,5.1,"Action"
"1412",1974,107,4.9,"Action"
"1413",1998,93,3,"Action"
"1414",1998,10,3.1,"Short"
"1415",2004,107,5.8,"Drama"
"1416",1973,90,4,"Comedy"
"1417",1997,114,4.3,"Drama"
"1418",2000,92,4.1,"Misc"
"1419",1961,105,5,"Comedy"
"1420",2001,29,6.9,"Drama"
"1421",1997,100,5.2,"Misc"
"1422",1958,120,6.9,"Misc"
"1423",2000,91,6.7,"Documentary"
"1424",1989,134,5.9,"Drama"
"1425",2003,134,5.3,"Documentary"
"1426",1995,102,4.6,"Romance"
"1427",1999,87,4.1,"Comedy"
"1428",1974,147,7.5,"Romance"
"1429",1991,178,3.1,"Misc"
"1430",2002,17,6,"Short"
"1431",1988,101,8,"Drama"
"1432",1984,166,6.3,"Misc"
"1433",1969,115,7.1,"Comedy"
"1434",1965,185,7.8,"Drama"
"1435",2001,119,6.6,"Comedy"
"1436",1979,73,5.1,"Comedy"
"1437",1964,150,7.8,"Drama"
"1438",1966,95,9.1,"Drama"
"1439",1980,115,7.3,"Misc"
"1440",2003,159,7.2,"Drama"
"1441",2003,92,6.5,"Drama"
"1442",1956,87,7.7,"Drama"
"1443",1974,78,8.2,"Misc"
"1444",1965,115,4.4,"Comedy"
"1445",2001,82,7.3,"Misc"
"1446",1950,116,9.6,"Drama"
"1447",1991,180,6.1,"Misc"
"1448",1973,90,5.6,"Misc"
"1449",1977,90,5,"Drama"
"1450",1984,109,3.7,"Misc"
"1451",1995,160,7.7,"Misc"
"1452",1974,95,5.4,"Drama"
"1453",1984,105,7.5,"Comedy"
"1454",1960,128,7.8,"Drama"
"1455",1988,124,7.7,"Action"
"1456",1962,113,8.2,"Misc"
"1457",1990,156,9.1,"Misc"
"1458",1978,159,5.6,"Action"
"1459",2005,95,4.8,"Comedy"
"1460",1997,118,5.1,"Romance"
"1461",2001,110,6.7,"Drama"
"1462",1987,88,4.9,"Comedy"
"1463",1970,137,7.9,"Drama"
"1464",1980,108,7.1,"Misc"
"1465",1943,76,8.1,"Comedy"
"1466",2002,90,6.8,"Comedy"
"1467",1977,144,6.3,"Drama"
"1468",1994,102,7.1,"Comedy"
"1469",1981,131,6.2,"Drama"
"1470",1996,145,5.1,"Action"
"1471",1996,20,1.2,"Documentary"
"1472",1959,104,6.4,"Drama"
"1473",1998,2,5.5,"Animation"
"1474",1951,79,7,"Misc"
"1475",1993,21,2.1,"Documentary"
"1476",2000,2,4.5,"Animation"
"1477",2002,90,6.6,"Comedy"
"1478",1984,82,5.2,"Misc"
"1479",1992,90,4.1,"Action"
"1480",1988,90,3.2,"Misc"
"1481",1992,125,4.9,"Comedy"
"1482",2000,95,4.8,"Comedy"
"1483",1967,92,7.2,"Comedy"
"1484",2002,85,4.7,"Drama"
"1485",2003,111,6.5,"Comedy"
"1486",1972,95,6.2,"Misc"
"1487",1942,94,8.1,"Drama"
"1488",1977,160,8.5,"Drama"
"1489",1973,96,4.3,"Misc"
"1490",1969,21,8.1,"Short"
"1491",1992,90,7.6,"Animation"
"1492",1983,70,4.7,"Animation"
"1493",1952,67,5.2,"Misc"
"1494",1939,22,7.4,"Action"
"1495",1969,71,5.7,"Animation"
"1496",1906,12,7.7,"Short"
"1497",1992,102,2.2,"Romance"
"1498",1969,90,8.5,"Drama"
"1499",2000,156,6.3,"Drama"
"1500",1982,116,7.9,"Comedy"
"1501",1991,90,7.4,"Drama"
"1502",1977,110,8.3,"Drama"
"1503",1985,98,5.8,"Drama"
"1504",1960,192,6.6,"Action"
"1505",2004,137,5.9,"Action"
"1506",1988,37,5.8,"Drama"
"1507",1992,96,6,"Drama"
"1508",1997,86,3.2,"Comedy"
"1509",2004,25,7.6,"Short"
"1510",2003,8,9,"Drama"
"1511",2002,66,7.8,"Drama"
"1512",1991,108,7.4,"Drama"
"1513",2002,95,2.7,"Action"
"1514",1989,45,8.3,"Misc"
"1515",1996,109,5.6,"Misc"
"1516",1949,65,5.8,"Action"
"1517",1954,78,5.5,"Drama"
"1518",1997,40,6.5,"Documentary"
"1519",1990,80,5.7,"Drama"
"1520",1971,92,6.2,"Misc"
"1521",1996,104,5.8,"Action"
"1522",1978,186,8.1,"Drama"
"1523",1998,105,6.7,"Drama"
"1524",1998,80,5,"Misc"
"1525",1980,110,5.3,"Misc"
"1526",1953,88,5.7,"Drama"
